clip_index,bvid,url,title,play_snapshot,duration_seconds,uploader,context_family,context_status,source_class,transcript_status,transcript_model,transcript_characters,segment_count,title_overclaim_signal,title_actionable_signal,title_high_medical_risk,transcript_overclaim_signal,transcript_actionable_signal,transcript_high_medical_risk,transcript_signal_scope,direct_quote_ready,evidence_rule,transcript_asset
216,BV12Y4y1H7ck,https://www.bilibili.com/video/BV12Y4y1H7ck/,倪海厦老师：什么样的女人会孤老终生？,256797,60,经方传承,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
217,BV1Hp421m7TA,https://www.bilibili.com/video/BV1Hp421m7TA/,少年不顺，中年发财的特征,255394,41,羽羽的国学生活,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
218,BV1cJ4m177o7,https://www.bilibili.com/video/BV1cJ4m177o7/,倪海厦：用眼过度，一招即可恢复视力！,255223,113,倪海厦智慧,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
219,BV1PM4m1S7kH,https://www.bilibili.com/video/BV1PM4m1S7kH/,倪海厦：凡是湿气重的人都可以用这个方子，经常喝的话不会生大病,254462,70,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
220,BV1Js4y1u7Fk,https://www.bilibili.com/video/BV1Js4y1u7Fk/,又一次被举报下架！好难,254339,207,娃古,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
221,BV1JP411L7Qk,https://www.bilibili.com/video/BV1JP411L7Qk/,倪老师推荐防己黄芪汤，不爱运动，肚子一天一天发福,253899,20,仁心堂,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
222,BV1JM4y1d7gK,https://www.bilibili.com/video/BV1JM4y1d7gK/,乳腺增生、有结节硬块不要怕，倪师教你快速疏通,253587,159,可可学中医,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,True,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
223,BV1id4y1s7C7,https://www.bilibili.com/video/BV1id4y1s7C7/,大便一颗颗掉出来，倪师教你清宿便,252498,72,炳辰师兄国学笔记,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
224,BV1ZUEizcEV9,https://www.bilibili.com/video/BV1ZUEizcEV9/,倪海厦：只有两座城市适合做首都！倪师揭秘风水的奥秘！,252172,245,师父倪海厦,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
225,BV1JY41137qr,https://www.bilibili.com/video/BV1JY41137qr/,祛湿最快的方法！记得点赞+收藏！,251985,62,洙泗先生,伤寒论,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
226,BV1b1pjzKE5K,https://www.bilibili.com/video/BV1b1pjzKE5K/,倪海厦：男人啪啪、手淫太甚，教你一招解决,251766,123,中医正骨小明,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
227,BV1Hw4m1U7eg,https://www.bilibili.com/video/BV1Hw4m1U7eg/,倪海厦：肚子大、赘肉多，要减肥其实很简单,250951,96,倪师全集字幕版,神农本草经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
228,BV1fP411N7KU,https://www.bilibili.com/video/BV1fP411N7KU/,一个小妙招，高烧，退！退！退！,250686,83,倪海厦讲养生,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
229,BV1294y1h7Nq,https://www.bilibili.com/video/BV1294y1h7Nq/,你的梦可以帮你避灾,250397,92,倪海厦黄帝内经,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
230,BV1By421e7G8,https://www.bilibili.com/video/BV1By421e7G8/,倪海厦：只有两座城市适合做首都,249724,246,倪海厦智慧,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
231,BV1Wo4y1E7NZ,https://www.bilibili.com/video/BV1Wo4y1E7NZ/,倪海厦老师的视频正确学习顺序，你知道吗,249636,127,蓝仙霖,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
232,BV1Ddj9zaEbj,https://www.bilibili.com/video/BV1Ddj9zaEbj/,倪海厦：一个动作，从此远离心脏病,248716,418,从零学中医,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,True,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
233,BV1ka4y1k7K5,https://www.bilibili.com/video/BV1ka4y1k7K5/,倪海厦：面部两处，看一生趋向是劳碌命还是富贵命,247817,132,中医知识指导生活,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
234,BV14M4y187vf,https://www.bilibili.com/video/BV14M4y187vf/,倪海厦教授:一天中最养生的两个小时,247646,132,倪海厦智慧,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
235,BV1gi4y1q7Gn,https://www.bilibili.com/video/BV1gi4y1q7Gn/,跟倪师学手相从，手掌看一生,247104,572,倪海厦黄帝内经,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
236,BV16W4y1W7PQ,https://www.bilibili.com/video/BV16W4y1W7PQ/,用好这个穴位，老婆直呼受不了！,246454,168,醫晓道,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
237,BV1FU4y1f7fT,https://www.bilibili.com/video/BV1FU4y1f7fT/,倪海厦：只有中医能让你彻底根治失眠！，,246154,257,洙泗先生,伤寒论,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
238,BV1uV4y1k7o5,https://www.bilibili.com/video/BV1uV4y1k7o5/,睡不着？猛击天柱，强行关机,245254,41,累切,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
239,BV11T421U7Qv,https://www.bilibili.com/video/BV11T421U7Qv/,倪海厦：皮肤表面荨麻疹，湿疹，红疹，干藓，统统可以考虑此方,244904,36,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
240,BV1nF411d78q,https://www.bilibili.com/video/BV1nF411d78q/,倪师说：早上睡懒觉的都是笨蛋,244563,54,经方十三叔,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
241,BV1M14y1L7Dx,https://www.bilibili.com/video/BV1M14y1L7Dx/,头油？偷着乐吧你。（肺2）,243486,83,倪海厦讲养生,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
242,BV1Sg411i7t4,https://www.bilibili.com/video/BV1Sg411i7t4/,奇才倪海厦不外传的一招，留待有缘人,243298,134,倪海厦智慧,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
243,BV1Qa411E7TH,https://www.bilibili.com/video/BV1Qa411E7TH/,怎么看出对方ZL,242691,59,实用紫微斗数,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
244,BV19V4y137YW,https://www.bilibili.com/video/BV19V4y137YW/,倪海厦经典方剂–教你怎么祛湿气,242050,204,倪海厦中医讲堂,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
245,BV1VMg4eUELA,https://www.bilibili.com/video/BV1VMg4eUELA/,倪海厦:一练马上出汗，能去掉身体内的湿,241379,48,数码好价兄,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
246,BV1ZM4y127Mk,https://www.bilibili.com/video/BV1ZM4y127Mk/,倪海厦：练了立马出汗，能祛除经络上的湿。,240340,55,大医倪师,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
247,BV1Bu4y127Qq,https://www.bilibili.com/video/BV1Bu4y127Qq/,倪师忠告：千万别让人碰你这里,239246,59,跟倪师学天纪人纪,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
248,BV1KSpbekEyz,https://www.bilibili.com/video/BV1KSpbekEyz/,倪海厦：这些甜食不要吃，是吸引你的魔鬼,238998,232,倪海厦智慧,神农本草经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
249,BV1nx42117aW,https://www.bilibili.com/video/BV1nx42117aW/,倪海厦：天下无敌的交友之道,238249,71,中医知识指导生活,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
250,BV184dbYVEam,https://www.bilibili.com/video/BV184dbYVEam/,倪海厦：女孩子，什么样的面相好福气，一定要会看,238107,100,守一同道,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
251,BV1Kr421x7ZW,https://www.bilibili.com/video/BV1Kr421x7ZW/,一招判断，你身边有没有人克你,237338,45,羽羽的国学生活,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
252,BV1Zr4y1L7vW,https://www.bilibili.com/video/BV1Zr4y1L7vW/,握手就知道是不是好媳妇，倪海厦老师讲天纪,237191,78,倪海厦汉唐国学,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
253,BV16Pm3YdERw,https://www.bilibili.com/video/BV16Pm3YdERw/,这样问话的一定是小人！- 倪海厦,236278,57,国学宝库,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
254,BV1Jg4y1Q74C,https://www.bilibili.com/video/BV1Jg4y1Q74C/,谈结婚-高人不谋而合-倪海厦，艾跃进，曾仕强！男女家庭关系的处理,235905,317,老师倪海厦,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
255,BV1Kg4y1S78P,https://www.bilibili.com/video/BV1Kg4y1S78P/,非富即贵的五种相,234633,124,倪海厦黄帝内经,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
256,BV16e411k7Uv,https://www.bilibili.com/video/BV16e411k7Uv/,倪海厦：&quot;血管 &quot;健康 &quot;如何清理血管堵塞?,234290,409,倪海厦智慧,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
257,BV1ws4y157Hn,https://www.bilibili.com/video/BV1ws4y157Hn/,如果你每天早上起来先大便，那说明...,233446,75,杏林传承1,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
258,BV1tW4y1R7c2,https://www.bilibili.com/video/BV1tW4y1R7c2/,倪师：男孩子每天这样练，绝对不会得前列腺肿大,233152,177,大道至简国粹,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
259,BV1yX4y1a7VG,https://www.bilibili.com/video/BV1yX4y1a7VG/,倪海厦：人各有命，每个人都有自己要承受的果,232831,138,一九中医资料库,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
260,BV1MW4y1N7uM,https://www.bilibili.com/video/BV1MW4y1N7uM/,倪海厦：女生皮肤变好的两个小妙招,232430,83,中医知识指导生活,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
261,BV1PC4y1U7tz,https://www.bilibili.com/video/BV1PC4y1U7tz/,倪海厦：鼻炎难受的一定要学会,231945,59,中医知识指导生活,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
262,BV1WZ421M7Qy,https://www.bilibili.com/video/BV1WZ421M7Qy/,倪海厦：不论男女，多揉这里，男的越揉越强壮，女的越揉越年轻,231470,102,木熙木溪,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
263,BV1qz421i7k2,https://www.bilibili.com/video/BV1qz421i7k2/,倪海厦:失眠睡不着，压一分钟，睡到自然醒,230340,71,中国文化传承人,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
264,BV1hN4y1i7bX,https://www.bilibili.com/video/BV1hN4y1i7bX/,道爷、倪师一致认为提升福报最快的方法,228138,61,国学宝藏,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
265,BV1mq421F78A,https://www.bilibili.com/video/BV1mq421F78A/,咳嗽、久咳不愈唯一的处方,226794,299,倪海厦黄帝内经,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
266,BV1ks4y1D7gQ,https://www.bilibili.com/video/BV1ks4y1D7gQ/,体内有瘀血，得赶紧去掉，久则成瘤。中医大师倪海厦教你判断,226757,327,道生一红,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
267,BV1A84y127en,https://www.bilibili.com/video/BV1A84y127en/,倪海厦：减肥其实一点也不难！！,226577,45,倪海厦智慧,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
268,BV1QT411p7s9,https://www.bilibili.com/video/BV1QT411p7s9/,【倪海厦】如何取名字才能有神韵？,226224,188,䝷行合一道法自然,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
269,BV1Rs1pBeEqq,https://www.bilibili.com/video/BV1Rs1pBeEqq/,倪海厦恩师：男孩子有没有出息看这两点,225986,36,Meganmoon,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
270,BV1Dw4117748,https://www.bilibili.com/video/BV1Dw4117748/,倪海厦：宁近女色，也少吃药,225600,141,自学倪师医方,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
271,BV18p4y1j7y5,https://www.bilibili.com/video/BV18p4y1j7y5/,倪海厦：日常要补肾固精，我们要把流失的精气追回来！！！,225357,149,中医鬼才倪海厦合集,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
272,BV1B94y1574m,https://www.bilibili.com/video/BV1B94y1574m/,倪海厦：女孩子，什么样的面相好福气，一定要会看,225191,120,富贵国学,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
273,BV15P411375j,https://www.bilibili.com/video/BV15P411375j/,倪海厦：看到牛鬼蛇神,225174,113,倪海厦汉唐国学,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
274,BV1PW4y1v7aF,https://www.bilibili.com/video/BV1PW4y1v7aF/,倪海厦：掉发生发怎么办？倪师教你一招搞定！,224640,67,舍长-无极道法,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
275,BV1G1421C7S2,https://www.bilibili.com/video/BV1G1421C7S2/,这种面相预示大难，倪师教你如何救命！,224352,291,励文图书,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,True,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
276,BV1YC4y1H7Kp,https://www.bilibili.com/video/BV1YC4y1H7Kp/,倪海厦之六味地黄丸这样吃补肾的效果才好,224162,248,中立道生,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
277,BV1kfGrzTEMw,https://www.bilibili.com/video/BV1kfGrzTEMw/,倪海厦：七种衣服不能穿！穿其一种必有祸源！,223994,45,师父倪海厦,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
278,BV1N44y1g7W5,https://www.bilibili.com/video/BV1N44y1g7W5/,倪海厦：为什么早晨起来总是感觉很累？,223976,130,昆达里尼唤醒,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
279,BV1TR4y1N7Z7,https://www.bilibili.com/video/BV1TR4y1N7Z7/,巨富格,223304,76,实用紫微斗数,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
280,BV1HM411U7hE,https://www.bilibili.com/video/BV1HM411U7hE/,倪海厦亲传弟子描述心脏黄金自救十秒,223253,91,五可看相,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,True,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
281,BV1Y8411V7VU,https://www.bilibili.com/video/BV1Y8411V7VU/,祛斑秘法——《惊为天人美容方》倪海厦名徒张孟超医生的赚钱大法,223223,263,给自己把门的掌柜的,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
282,BV1MB4y1U7Tg,https://www.bilibili.com/video/BV1MB4y1U7Tg/,第15集：早上做运动，晚上不要做运动，白天看到鬼就是魄散掉了,222540,511,中医2022,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
283,BV1V7DrYgEK5,https://www.bilibili.com/video/BV1V7DrYgEK5/,跟着倪师古法健身，坚持半个月脸都变了，真的有用！,222282,39,爱运动的莎儿,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
284,BV1UX4y1m7gh,https://www.bilibili.com/video/BV1UX4y1m7gh/,有伤口用它不留疤,221872,130,致敬堂,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
285,BV1Gm4y137NQ,https://www.bilibili.com/video/BV1Gm4y137NQ/,紫微斗数基础看盘方法(3),221847,253,东紫微斗数十四年经验,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
286,BV1EV411X7m9,https://www.bilibili.com/video/BV1EV411X7m9/,倪海厦：心慌感觉有事将要发生，这篇留待有缘人,221786,107,中医知识指导生活,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
287,BV1c34y1F7i2,https://www.bilibili.com/video/BV1c34y1F7i2/,倪海厦：治疗咳嗽很简单！！,221667,73,倪海厦智慧,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
288,BV1XG4y1j7xi,https://www.bilibili.com/video/BV1XG4y1j7xi/,倪师教你养肝,221204,73,倪海厦汉唐国学,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
289,BV1Pa4y1w79B,https://www.bilibili.com/video/BV1Pa4y1w79B/,识别城府深、心眼多的那些人，教你怎么应对-倪海厦,221106,103,倪海厦智慧,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
290,BV1Yp421Q7pn,https://www.bilibili.com/video/BV1Yp421Q7pn/,倪海厦：皮肤病统一经方，4味药打粉外敷即可,219836,138,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
291,BV11L411Y7oj,https://www.bilibili.com/video/BV11L411Y7oj/,倪师推荐强心撞墙法,219474,30,娃古,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
292,BV1dk4y1U7Fr,https://www.bilibili.com/video/BV1dk4y1U7Fr/,倪海厦：强脾小技巧，每天练一练,219423,90,倪海厦完整字幕版,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
293,BV1Rb421e7vb,https://www.bilibili.com/video/BV1Rb421e7vb/,倪海厦：用眼过度，两招教你恢复视力！,219242,100,从零学中医,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
